Time Stamp,AirTemp(F),AirTemp(c)
2017-11-02 12:53:00,64.9,18.3
2017-11-02 01:53:00,64.9,18.3
2017-11-02 02:00:00,64.9,18.3
2017-11-02 02:53:00,66.0,18.9
2017-11-02 03:03:00,64.9,18.3
2017-11-02 03:53:00,64.9,18.3
2017-11-02 04:00:00,64.9,18.3
2017-11-02 04:37:00,66.0,18.9
2017-11-02 04:53:00,64.9,18.3
2017-11-02 05:53:00,64.0,17.8
2017-11-02 06:53:00,62.1,16.8
2017-11-02 07:43:00,57.0,13.9
2017-11-02 07:53:00,55.9,13.3
2017-11-02 08:20:00,55.0,12.8
2017-11-02 08:36:00,55.0,12.8
2017-11-02 08:53:00,55.0,12.8
2017-11-02 09:53:00,54.0,12.3
2017-11-02 10:24:00,54.0,12.3
2017-11-02 10:53:00,53.1,11.8
2017-11-02 11:53:00,52.0,11.2
2017-11-03 12:53:00,50.0,10.0
2017-11-03 01:53:00,48.9,9.4
2017-11-03 02:31:00,48.0,8.9
2017-11-03 02:53:00,46.9,8.3
2017-11-03 03:53:00,46.0,7.8
2017-11-03 04:53:00,45.0,7.3
2017-11-03 05:53:00,44.1,6.8
2017-11-03 06:51:00,42.8,6.0
2017-11-03 06:53:00,43.0,6.2
2017-11-03 07:53:00,43.0,6.2
2017-11-03 08:30:00,44.1,6.8
2017-11-03 08:53:00,45.0,7.3
2017-11-03 09:53:00,46.0,7.8
2017-11-03 10:53:00,48.9,9.4
2017-11-03 11:06:00,50.0,10.0
2017-11-03 11:26:00,51.1,10.7
2017-11-03 11:53:00,50.0,10.0
2017-11-03 12:53:00,54.0,12.3
2017-11-03 01:42:00,55.0,12.8
2017-11-03 01:53:00,55.0,12.8
2017-11-03 02:53:00,55.9,13.3
2017-11-03 03:53:00,55.9,13.3
2017-11-03 04:53:00,54.0,12.3
2017-11-03 05:53:00,50.0,10.0
2017-11-03 06:53:00,46.9,8.3
2017-11-03 07:53:00,46.0,7.8
2017-11-03 08:53:00,46.0,7.8
2017-11-03 09:53:00,45.0,7.3
2017-11-03 10:53:00,44.1,6.8
2017-11-03 11:53:00,44.1,6.8
